name,doi,ModellingCenter,Project,Experiment,GCM,RCM,Run,resX-atmos,resY-atmos,SoftwareVersion,SimulationDomain
AFRCORDEX44_SMHI-IPSL-IPSL-CM5A-MR_r1i1p1_RCA4_v1_historical,,SMHI-/-IPSL,CORDEX-AFRICA,Historical,CM5A-MR,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-IPSL-IPSL-CM5A-MR_r1i1p1_RCA4_v1_rcp45,,SMHI-/-IPSL,CORDEX-AFRICA,RCP45,CM5A-MR,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-IPSL-IPSL-CM5A-MR_r1i1p1_RCA4_v1_rcp85,,SMHI-/-IPSL,CORDEX-AFRICA,RCP85,CM5A-MR,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-MIROC-MIROC5_r1i1p1_RCA4_v1_historical,,SMHI,CORDEX-AFRICA,Historical,MIROC-ESM,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-MIROC-MIROC5_r1i1p1_RCA4_v1_rcp45,,SMHI,CORDEX-AFRICA,RCP45,MIROC-ESM,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-MIROC-MIROC5_r1i1p1_RCA4_v1_rcp85,,SMHI,CORDEX-AFRICA,RCP85,MIROC-ESM,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-MOHC-HadGEM2-ES_r1i1p1_RCA4_v1_historical,,SMHI-/-MOHC,CORDEX-AFRICA,Historical,HADGEM2-ES,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-MOHC-HadGEM2-ES_r1i1p1_RCA4_v1_rcp45,,SMHI-/-MOHC,CORDEX-AFRICA,RCP45,HADGEM2-ES,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-MOHC-HadGEM2-ES_r1i1p1_RCA4_v1_rcp85,,SMHI-/-MOHC,CORDEX-AFRICA,RCP85,HADGEM2-ES,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-MPI-M-MPI-ESM-LR_r1i1p1_RCA4_v1_historical,,SMHI-/-MPI-M,CORDEX-AFRICA,Historical,MPI-ESM-LR,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-MPI-M-MPI-ESM-LR_r1i1p1_RCA4_v1_rcp45,,SMHI-/-MPI-M,CORDEX-AFRICA,RCP45,MPI-ESM-LR,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-MPI-M-MPI-ESM-LR_r1i1p1_RCA4_v1_rcp85,,SMHI-/-MPI-M,CORDEX-AFRICA,RCP85,MPI-ESM-LR,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-NCC-NorESM1-M_r1i1p1_RCA4_v1_historical,,SMHI-/-NCC,CORDEX-AFRICA,Historical,NORESM1-M,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-NCC-NorESM1-M_r1i1p1_RCA4_v1_rcp45,,SMHI-/-NCC,CORDEX-AFRICA,RCP45,NORESM1-M,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-NCC-NorESM1-M_r1i1p1_RCA4_v1_rcp85,,SMHI-/-NCC,CORDEX-AFRICA,RCP85,NORESM1-M,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-NOAA-GFDL-GFDL-ESM2M_r1i1p1_RCA4_v1_historical,,SMHI-/-GFDL,CORDEX-AFRICA,Historical,GFDL-ESM2M,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-NOAA-GFDL-GFDL-ESM2M_r1i1p1_RCA4_v1_rcp45,,SMHI-/-GFDL,CORDEX-AFRICA,RCP45,GFDL-ESM2M,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-NOAA-GFDL-GFDL-ESM2M_r1i1p1_RCA4_v1_rcp85,,SMHI-/-GFDL,CORDEX-AFRICA,RCP85,GFDL-ESM2M,RCA4,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-KNMI-ECMWF-ERAINT_r1i1p1_RACMO22T_v1_evaluation,,SMHI-/-KNMI,CORDEX-AFRICA,Evaluation,ERA-Interim,RACMO22E,r1i1p1,,,v1,AFR-044
AFRCORDEX44_SMHI-ECMWF-ERAINT_r1i1p1_RCA4_v1_evaluation,,SMHI,CORDEX-AFRICA,Evaluation,ERA-Interim,RCA4,r1i1p1,,,v1,AFR-044
